SACC code(e),Country of birth(e),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(f)
2307,Monaco,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,20
2308,Netherlands,1820,2110,2080,2400,2030,1910,2130,1970,1890,1660,1770,1880,2230,1830,1630,1750,460,840,1540
2311,Switzerland,990,990,920,990,950,900,990,840,810,670,700,700,740,690,650,650,280,440,640
2401,Denmark,600,580,550,580,550,560,590,580,560,440,490,510,470,430,410,420,130,260,490
2402,Faroe Islands,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0
2403,Finland,310,350,330,410,380,420,440,450,440,470,540,470,510,450,410,370,90,190,310
2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
2405,Iceland,40,40,40,40,50,30,40,20,30,30,30,30,40,30,30,40,10,20,30
2406,Norway,880,690,720,730,590,700,710,620,540,510,440,460,430,480,380,330,90,310,380
2407,Sweden,1130,1230,1200,1290,1190,1320,1440,1350,1450,1420,1350,1360,1190,1150,1050,910,290,520,850
2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,Andorra,0,0,0,0,0,0,0,0,10,0,0,10,10,10,10,0,0,0,10
3102,Gibraltar,20,10,10,10,10,10,10,20,10,10,10,10,0,20,10,10,0,10,10
3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Italy,1670,1650,1920,1950,2260,2390,2850,4030,6160,6310,5540,4820,4330,3670,3600,3750,480,1790,4310
3105,Malta,240,200,260,240,170,160,210,170,180,120,110,120,130,140,130,130,40,60,120
3106,Portugal,380,360,370,420,430,380,420,560,700,550,440,480,430,390,320,390,120,240,430
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
3108,Spain,660,610,690,740,730,820,1100,1490,1700,1550,1540,1650,1830,1970,2050,2330,340,1030,2850
3201,Albania,150,190,150,160,210,180,120,170,220,310,280,230,240,250,220,200,30,120,240
3202,Bosnia/Herzegov,510,430,450,400,410,390,350,380,340,390,380,350,330,310,260,270,130,200,240
3203,Bulgaria,190,150,210,180,180,160,150,180,230,240,210,250,200,220,170,170,50,80,140
3204,Croatia,580,490,470,430,400,410,430,420,470,440,400,370,390,260,290,330,160,180,230
3205,Cyprus,150,180,160,160,160,160,180,210,260,260,210,170,190,120,130,150,60,90,140
3206,North Macedonia,750,750,710,760,660,630,570,580,640,730,560,580,590,590,470,440,170,400,630
3207,Greece,920,970,830,780,770,800,1140,2370,2700,1980,1340,1350,1160,940,700,850,230,430,640
3208,Moldova,40,50,50,60,60,60,50,80,80,70,70,50,70,50,70,60,20,60,120
3211,Romania,560,590,650,570,590,610,520,610,620,580,490,460,440,410,380,420,130,270,370
3212,Slovenia,80,130,150,150,120,110,130,140,170,150,170,150,140,110,110,100,30,50,60
3214,Montenegro,30,30,60,30,40,30,20,30,30,30,40,30,30,30,30,30,20,20,30
3215,Serbia,280,320,430,420,420,380,320,410,470,430,400,370,410,360,320,320,120,200,270
3216,Kosovo,0,0,0,0,20,30,20,30,30,20,30,40,40,30,20,30,10,20,30
3301,Belarus,80,100,80,70,90,70,100,110,120,130,120,110,100,110,100,120,40,120,160
3302,Czechia,640,600,680,640,620,650,610,610,710,680,680,640,600,500,480,460,120,200,450
3303,Estonia,110,140,190,270,610,650,730,840,1080,970,810,730,780,780,690,570,40,230,680
3304,Hungary,380,410,520,560,560,530,440,600,690,500,470,540,470,370,350,340,100,240,380
3305,Latvia,200,200,180,140,200,220,200,200,210,170,160,120,150,90,110,110,20,90,90
3306,Lithuania,140,130,110,160,150,200,230,270,290,270,280,310,340,310,280,210,50,190,320
3307,Poland,1260,1210,1260,1240,1270,1260,1210,1330,1410,1340,1380,1380,1490,1250,1170,1090,340,690,1110
3308,Russia,980,1030,990,1360,1410,1280,1390,1410,1720,1430,1370,1190,1410,1330,1270,1390,430,1310,2390
3311,Slovakia,350,300,340,330,330,270,290,340,430,400,400,350,370,300,280,250,40,150,280
3312,Ukraine,500,550,520,600,580,590,620,730,730,750,810,690,730,670,690,580,240,3770,1680
4101,Algeria,60,70,70,80,70,70,80,80,110,90,70,90,80,100,100,100,30,40,110
4102,Egypt,1180,1300,1520,1610,1330,1270,1180,1360,1950,1520,1360,1510,1540,1540,1540,1480,600,1260,1780
4103,Libya,60,40,110,180,290,500,690,160,160,80,90,80,70,80,80,50,20,50,90
4104,Morocco,80,100,100,100,110,100,150,110,180,150,180,160,170,160,170,200,60,140,200
4105,Sudan,5760,3880,2580,1140,1060,860,830,650,670,590,560,520,580,540,390,480,270,360,620
4106,Tunisia,20,20,30,20,20,30,30,40,60,50,50,50,40,50,40,60,20,40,60
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,20,100,140,330,220,420,220,110,60,50,100,120
4201,Bahrain,120,170,130,130,150,130,180,110,130,120,120,120,150,120,150,130,70,110,150
4202,Gaza Str/W Bank,20,10,20,20,20,10,10,0,10,0,10,10,10,10,10,0,0,0,0
4203,Iran,1610,1820,2610,2230,2810,2990,3740,4440,5750,4430,3870,3620,4130,3610,4220,3840,1320,4590,6610
4204,Iraq,2280,2900,2820,2860,4770,3360,3690,2730,4390,5510,4640,4070,10430,4480,6860,6990,590,4280,3650
4205,Israel,780,780,870,990,780,680,690,680,680,660,600,660,830,700,690,850,270,400,710
4206,Jordan,380,330,420,480,440,420,390,440,550,480,500,630,720,610,550,560,210,450,600
4207,Kuwait,210,320,330,350,470,510,570,700,560,510,480,490,540,510,460,450,200,490,560
4208,Lebanon,2270,2190,2800,2480,2100,1960,1870,2080,2130,2060,2120,1770,2090,2030,2030,2240,1250,2230,2070
4211,Oman,220,200,200,240,230,250,180,210,250,280,390,480,390,300,220,160,80,210,230
4212,Qatar,80,70,70,90,90,90,70,110,110,120,130,170,190,260,270,200,110,210,390
4213,Saudi Arabia,680,1100,1740,4110,4640,3160,2890,2750,2800,3210,2810,2520,2440,2580,3910,2250,370,1920,2650
4214,Syria,320,340,360,390,470,370,500,530,540,1090,2740,2250,8270,3310,2350,1060,250,1380,2240
4215,Turkey,1300,1250,1190,1330,1560,1470,1340,1180,1210,1120,1030,1340,1780,1630,1710,1770,530,1260,3340
4216,Unit Arab Emir,470,590,660,820,870,870,810,850,780,810,1010,1240,1490,1530,1550,1220,710,1260,1720
4217,Yemen,40,20,20,30,40,30,20,20,30,30,30,60,80,100,110,60,30,70,140
5101,Myanmar,660,970,2040,2600,2700,2330,1530,2190,2480,2050,2240,2240,1940,1960,2900,2200,370,1760,2400
5102,Cambodia,880,890,1110,1060,1190,1430,1220,1340,1250,1480,1450,1650,1640,2040,1980,1810,410,1990,2250
5103,Laos,230,220,300,290,340,320,440,340,270,310,300,320,340,370,340,430,40,370,700
5104,Thailand,5080,5980,7090,7950,8470,6780,5380,5770,6970,8260,8560,8710,8460,6430,7370,6030,1300,9080,16170
5105,Vietnam,4280,5720,7370,9720,11370,9630,8240,8300,11210,12260,10720,11440,11920,11440,12360,13180,2700,12660,21510
5201,Brunei,310,290,300,430,280,260,220,200,190,160,190,240,250,180,200,160,50,230,230
5202,Indonesia,6160,6950,7000,7950,8200,7780,7150,6900,6770,6880,7350,7330,8310,7820,8720,8670,1520,7870,15350
5203,Malaysia,9650,10170,11480,12620,12810,12300,12060,11940,11940,11710,13890,19260,20140,19050,14020,10550,1970,7470,9420
5204,Philippines,7900,10140,13150,15120,15560,12520,13240,16910,17010,15890,15780,16430,17120,16370,22780,19460,3910,17360,45040
5205,Singapore,6190,6000,6060,6540,6200,6230,6540,6930,6810,5330,5570,5470,5920,5000,4740,3660,1580,4750,4460
5206,Timor-Leste,110,220,120,120,170,150,140,180,150,170,120,120,110,100,160,1310,200,830,2010
6101,China,28870,30370,39540,49200,48540,49020,41210,40150,46560,53130,62280,70190,77760,82320,71810,60150,9260,44300,89040
6102,Hong Kong,5420,5110,5530,5400,5040,5420,5340,4990,6120,6540,6330,6070,5800,5030,5540,6120,2890,10050,9420
6103,Macau,160,180,240,250,260,260,260,180,200,190,260,270,270,200,250,160,20,300,230
6104,Mongolia,130,100,120,170,270,210,230,240,300,480,770,1040,1300,1560,2050,990,50,910,6120
6105,Taiwan,2970,3310,3480,4250,4740,4990,6290,9010,13350,11810,11020,10530,10350,10440,8340,5180,710,4680,10200
6201,Japan,8280,8480,8260,8020,6520,6290,6270,6320,6330,6180,6230,6690,6500,5990,5950,4410,1480,4810,9090
6202,"Korea, North",40,50,60,50,70,80,70,70,70,90,110,90,90,90,70,80,20,40,50
6203,"Korea, South",10110,13290,15500,17190,17030,14760,13850,14370,14560,12780,12360,12310,12230,11340,10030,6590,1120,6350,9900
7101,Bangladesh,2820,2370,3480,3190,3350,3440,2940,3000,3210,3390,3740,3780,3880,3950,3740,3900,820,4180,7290
7102,Bhutan,70,50,100,150,740,800,1050,880,830,1460,850,880,1300,1810,2210,2260,20,1860,13270
7103,India,21070,27770,43660,56810,68350,36610,23760,30390,35280,45520,49810,52020,60310,67440,86350,78830,11190,64380,106960
7104,Maldives,90,80,60,100,100,100,100,90,110,110,120,80,80,70,70,110,10,70,120
7105,Nepal,630,1160,4300,8110,11610,3370,1760,2790,3980,8140,7270,8800,15800,22070,25470,15910,540,23630,29300
7106,Pakistan,2170,2570,3570,3860,4320,4430,4860,6190,7320,8240,8570,8220,8730,9650,9430,8900,2210,9520,18990
7107,Sri Lanka,4110,4990,6430,7900,7840,6230,5240,6020,6630,5680,5910,6240,7330,7500,9070,9370,1580,8170,14710
7201,Afghanistan,1820,2730,2370,1850,2030,2310,2210,1790,2690,4560,3100,2950,3200,3510,3300,3340,1680,8670,6860
7202,Armenia,40,50,40,40,30,40,30,50,50,70,50,50,50,50,40,50,20,70,70
7203,Azerbaijan,20,20,30,20,40,40,50,50,50,70,70,50,50,60,50,30,10,50,80
7204,Georgia,40,30,50,40,30,40,30,50,70,50,40,50,50,50,60,40,40,60,70
7205,Kazakhstan,90,100,110,140,170,160,170,220,210,180,210,180,210,200,190,220,60,210,280
7206,Kyrgyzstan,30,40,40,50,30,40,50,30,40,40,40,50,50,40,60,40,10,50,90
7207,Tajikistan,10,10,20,10,10,20,20,20,10,20,20,10,10,10,20,10,0,10,20
7208,Turkmenistan,0,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10
7211,Uzbekistan,80,110,90,100,130,90,90,120,120,110,130,130,130,140,140,140,20,140,230
8101,Bermuda,20,20,20,20,20,20,20,30,20,30,20,10,10,20,10,30,10,20,20
8102,Canada,3750,4090,4220,5100,5030,4810,5200,5580,5290,4600,4490,4550,4550,4460,4460,3930,1400,3020,4000
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,10700,10430,11380,12540,13160,12740,13350,15460,14650,11880,11620,11460,11880,10940,10670,10360,4650,6400,9040
8201,Argentina,460,380,380,380,400,510,400,510,820,760,800,990,1180,1490,2460,3440,260,2260,6670
8202,Bolivia,40,40,40,50,40,50,60,70,70,40,30,40,50,50,70,80,20,50,140
8203,Brazil,1860,2680,3340,4080,3580,2940,2650,3050,3250,5450,5810,8010,10170,9260,8180,6170,510,4930,13530
8204,Chile,530,610,760,830,930,910,1000,1120,1040,1010,1280,1670,1900,2290,2530,2770,200,1750,5050
8205,Colombia,590,970,1700,2260,2590,2080,1680,2260,2540,2570,2910,3890,4980,5350,6910,6630,240,2790,23460
8206,Ecuador,90,90,80,120,110,120,120,130,260,480,300,150,190,190,200,270,40,170,1220
8207,Falkland Is,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
8208,French Guiana,0,0,0,0,0,10,0,0,10,10,0,10,10,10,10,0,0,0,0
8211,Guyana,10,20,20,20,20,20,30,30,30,20,20,20,20,10,20,10,0,10,10
8212,Paraguay,20,30,20,10,30,30,20,20,20,20,20,20,80,40,50,60,10,60,100
8213,Peru,360,600,780,990,990,730,540,570,600,480,510,500,580,700,750,890,110,600,2210
8214,Suriname,10,10,10,10,10,10,10,10,20,10,10,0,10,0,0,10,0,0,10
8215,Uruguay,120,140,100,130,90,80,100,130,100,110,130,130,200,220,340,260,40,240,490
8216,Venezuela,170,250,280,470,450,650,640,570,530,510,720,850,780,360,340,460,110,250,760
8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,10,10,0,10,0,0,0,0,10,0,0,0,0,0
8302,Costa Rica,20,30,30,40,30,30,40,40,40,60,40,50,40,60,60,50,10,50,60
8303,El Salvador,110,100,90,130,160,170,140,110,100,110,100,120,110,120,130,140,50,80,160
8304,Guatemala,20,10,30,30,30,20,30,30,30,50,40,40,30,40,70,50,30,70,130
8305,Honduras,10,10,20,20,20,10,10,20,20,50,20,10,20,20,30,50,30,30,70
8306,Mexico,350,410,510,580,580,630,680,730,700,710,690,860,850,890,980,900,160,640,1600
8307,Nicaragua,10,20,20,20,20,20,30,30,40,30,20,30,20,20,30,20,10,20,20
8308,Panama,20,20,10,20,20,30,30,20,30,30,20,30,20,10,30,40,10,30,30
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
8404,Bahamas,10,10,10,20,10,10,10,20,10,10,10,10,10,10,10,10,0,10,10
8405,Barbados,10,10,10,30,20,20,10,20,20,10,20,20,10,10,10,20,10,10,10
8406,Cayman Islands,0,10,10,10,10,10,10,10,20,10,10,20,10,10,10,10,0,10,10
8407,Cuba,30,50,50,60,60,50,40,70,90,40,50,50,60,60,60,70,10,40,80
8408,Dominica,10,0,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,10,10,10,20,10,20,30,30,30,30,30,20,30,30,30,30,20,30,60
8412,Grenada,10,0,0,10,0,0,10,10,10,10,10,10,0,10,0,0,0,0,0
8413,Guadeloupe,0,10,0,0,0,0,10,10,10,10,10,10,10,10,10,10,0,0,0
8414,Haiti,10,10,0,10,10,10,10,10,10,20,10,10,10,20,10,10,0,10,20
8415,Jamaica,50,50,40,60,50,50,90,60,90,60,70,60,80,60,60,60,30,40,80
8416,Martinique,0,0,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,0,0
8417,Montserrat,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,10,10,10,30,10,20,10,10,30,20,20,20,30,30,20,30,0,10,30
8422,St Kitts/Nevis,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0
8423,St Lucia,0,0,10,0,10,10,10,20,10,10,10,0,10,10,0,0,0,0,10
8424,St Vinc/Grenad,0,0,0,0,0,0,10,0,10,10,10,0,0,0,0,10,0,0,0
8425,Trinidad/Tobago,50,70,80,90,60,60,80,100,130,110,70,60,50,60,60,60,20,50,60
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,"Virgin Is, Brit",0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,0,0,10
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0
9101,Benin,0,0,20,20,10,10,10,10,0,10,10,0,10,10,10,10,0,0,10
9102,Burkina Faso,0,0,10,10,0,10,0,10,0,0,10,0,0,0,0,10,0,0,10
9103,Cameroon,30,30,30,40,40,60,70,40,50,50,60,60,50,60,50,60,20,50,70
9104,Cabo Verde,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,10
9105,Cent Africa Rep,0,0,0,10,0,0,0,0,0,10,0,0,0,0,60,80,0,0,20
9106,Chad,0,0,10,10,0,10,10,10,10,0,10,0,0,0,20,30,0,0,10
9107,"Congo, Rep",300,120,130,50,110,120,100,190,40,30,30,50,80,50,50,60,30,50,50
9108,"Congo, Dem Rep",50,190,610,540,320,620,450,500,300,570,460,650,360,650,1500,710,50,220,240
9111,Cote d'Ivoire,130,70,90,80,90,100,40,50,30,40,40,20,50,20,30,40,10,20,30
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,10,0,10,0,0,10,10,0,10,10,10,0,10,0,0,0,10
9114,Gambia,0,10,10,10,0,10,10,10,20,10,20,10,0,10,10,10,0,10,10
9115,Ghana,230,330,370,330,300,370,330,430,440,420,440,500,540,500,460,400,130,530,990
9116,Guinea,160,110,150,100,70,170,70,70,40,60,50,30,100,40,40,20,20,70,30
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,860,570,570,270,310,340,110,170,130,160,90,100,140,80,50,40,40,80,100
9121,Mali,0,0,0,0,0,10,0,10,10,0,10,0,10,0,0,10,0,0,10
9122,Mauritania,0,10,0,50,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
9123,Niger,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,0,0
9124,Nigeria,280,330,460,460,610,630,580,630,850,1040,1210,1620,1850,1310,1260,1130,330,1850,2650
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,20,20,20,70,20,20,20,20,20,20,20,20,20,30,20,30,10,20,30
9127,Sierra Leone,680,560,540,300,260,440,160,180,150,150,80,70,140,190,60,70,50,140,100
9128,Togo,10,10,50,110,50,60,50,20,20,20,10,10,10,10,10,10,0,10,10
9201,Angola,20,20,30,30,20,20,20,20,20,20,20,20,20,20,10,20,10,0,30
9202,Botswana,220,130,170,180,150,130,120,100,130,80,80,90,110,110,110,100,30,80,170
9203,Burundi,260,450,450,240,210,140,80,90,80,110,150,120,100,200,330,220,30,90,120
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,10,0,10,10,10,10,20,20,10,10,10,10,10,10,0,10,10,0,10
9206,Eritrea,150,200,170,170,210,270,200,330,180,310,430,440,350,410,340,500,40,170,310
9207,Ethiopia,650,530,690,590,870,880,780,1000,640,920,960,910,970,760,760,830,270,630,740
9208,Kenya,1250,1250,1380,1210,1320,1210,890,960,1070,1170,1390,1560,2150,1710,1730,1370,270,2110,4820
9211,Lesotho,20,10,10,20,10,10,10,20,10,20,10,0,10,10,10,10,0,10,10
9212,Madagascar,20,20,20,20,20,20,20,10,20,10,10,30,20,30,40,30,10,10,30
9213,Malawi,100,70,90,100,100,70,100,130,110,110,70,100,80,70,180,80,20,110,90
9214,Mauritius,730,1030,1350,2590,3030,1020,620,750,800,810,860,910,870,730,880,760,80,720,1020
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
9216,Mozambique,60,80,70,80,80,60,60,80,60,60,50,40,50,50,60,50,10,30,70
9217,Namibia,80,100,90,120,140,80,100,90,100,60,60,80,80,70,90,100,30,80,170
9218,Reunion,10,30,30,40,40,20,30,30,30,20,20,30,40,20,40,20,0,20,20
9221,Rwanda,50,80,100,60,90,150,100,90,70,80,80,70,60,60,110,60,10,50,60
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,140,110,110,130,60,70,70,60,50,60,40,40,50,20,40,30,20,30,30
9224,Somalia,430,460,550,390,570,760,620,640,590,760,630,730,430,360,330,250,200,320,370
9225,South Africa,7400,9470,10350,13070,14960,8280,8550,9230,7730,6240,5920,6440,7840,6930,8070,7890,3780,6750,10590
9226,Eswatini,20,20,20,30,30,20,30,30,20,20,10,10,10,30,10,20,10,10,10
9227,Tanzania,260,490,450,380,300,220,220,190,190,150,180,150,210,140,340,230,50,110,150
9228,Uganda,250,220,360,210,210,240,240,180,200,220,250,240,240,260,230,250,50,220,310
9231,Zambia,380,390,500,540,450,390,360,350,410,310,250,250,240,190,220,280,120,320,500
9232,Zimbabwe,2510,2710,2950,3630,3230,1850,1560,1840,1650,1380,1380,1540,1590,1370,1570,1470,580,1500,3040
9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
