SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(e)
4205,Israel,50,40,70,60,60,50,60,60,60,60,30,30,60,50,40,90,20,30,60
4206,Jordan,20,20,40,40,30,40,30,40,50,30,40,50,50,30,30,50,10,30,40
4207,Kuwait,20,30,30,40,60,60,60,80,60,60,50,40,50,40,30,40,20,50,50
4208,Lebanon,50,50,50,40,50,40,50,40,60,70,60,50,50,40,40,40,50,40,50
4211,Oman,50,50,30,50,40,40,30,30,50,50,50,120,70,50,20,10,10,30,20
4212,Qatar,20,20,20,20,20,30,20,10,40,30,10,30,20,30,20,20,10,30,60
4213,Saudi Arabia,130,130,240,500,510,270,230,310,290,280,220,210,140,150,250,180,30,160,240
4214,Syria,10,10,20,30,20,30,20,40,30,50,80,190,230,70,120,80,10,50,90
4215,Turkey,60,50,70,70,100,90,90,100,100,90,70,80,90,70,80,90,20,60,150
4216,Unit Arab Emir,50,80,80,100,110,100,120,120,130,130,120,100,140,130,90,100,60,100,180
4217,Yemen,10,0,0,10,10,0,10,10,0,0,0,10,10,0,0,10,0,0,0
5101,Myanmar,140,260,400,540,580,520,260,400,420,330,340,350,310,290,320,250,60,200,320
5102,Cambodia,30,40,50,60,80,80,50,40,70,80,60,70,80,70,100,100,10,60,90
5103,Laos,10,20,20,20,20,10,10,20,10,10,10,10,10,10,10,20,0,10,10
5104,Thailand,460,580,670,810,880,870,740,710,790,740,700,770,810,660,770,660,140,600,840
5105,Vietnam,290,350,550,790,810,630,580,630,880,910,770,900,830,720,740,990,150,780,1460
5201,Brunei,80,90,80,100,70,70,60,40,40,40,40,40,40,30,40,40,10,50,40
5202,Indonesia,980,1160,1080,1250,1350,1240,1330,1050,1050,1010,960,930,990,910,1110,1460,320,890,1650
5203,Malaysia,1900,2070,2420,2940,2940,2750,2850,2820,2760,2180,2250,2980,2880,2540,1950,1710,270,990,1380
5204,Philippines,700,1380,2160,3010,3090,2250,2980,4040,3740,2860,2800,2800,2440,1850,2330,2280,400,2580,6670
5205,Singapore,1630,1700,1650,1710,1640,1750,1840,1390,1190,1050,950,980,1050,870,900,800,260,780,860
5206,Timor-Leste,10,30,20,10,30,30,30,20,20,20,10,10,0,10,30,90,0,180,180
6101,China,1470,1800,2310,3010,3070,3080,2900,3020,3650,3280,3290,3420,3300,3150,3040,3550,360,1560,3800
6102,Hong Kong,480,490,530,510,480,630,710,640,840,830,730,630,470,370,380,450,100,620,770
6103,Macau,20,20,30,30,20,10,20,20,20,20,30,10,20,10,10,10,0,10,10
6104,Mongolia,0,10,10,20,30,20,20,20,30,10,20,40,30,30,50,70,10,50,460
6105,Taiwan,150,130,220,620,800,910,1480,1900,2730,1920,1660,1330,1060,1050,790,520,40,270,860
6201,Japan,950,920,900,850,670,680,730,680,690,610,580,600,490,570,580,480,140,390,710
6202,"Korea, North",0,0,0,10,0,0,10,0,10,0,10,0,10,0,0,0,0,0,0
6203,"Korea, South",460,800,870,1080,1140,1040,1090,1270,1410,1360,1040,990,820,710,670,480,50,380,710
7101,Bangladesh,130,90,150,160,230,230,170,250,290,400,280,210,190,160,190,250,30,210,750
7102,Bhutan,10,10,20,50,50,50,100,130,150,600,340,330,570,840,1150,1110,0,680,9930
7103,India,1130,1440,2140,3810,5710,3640,2560,3740,4310,4460,4640,5110,4740,4520,6090,5650,710,3830,8880
7104,Maldives,30,10,20,30,20,20,30,10,30,30,20,20,10,20,20,30,0,20,20
7105,Nepal,20,30,90,180,420,180,80,120,250,510,360,470,640,560,850,720,20,710,1760
7106,Pakistan,130,150,190,250,350,420,450,630,720,880,750,740,680,770,830,930,140,720,2800
7107,Sri Lanka,240,320,420,640,760,670,440,690,880,790,510,430,420,410,700,920,80,550,1380
7201,Afghanistan,180,230,240,190,460,790,340,190,250,490,320,250,310,320,320,370,150,350,530
7202,Armenia,10,0,0,10,0,0,0,0,10,10,0,0,0,10,10,0,0,10,10
7203,Azerbaijan,0,0,10,10,10,0,10,10,10,10,0,10,0,0,10,0,0,10,20
7204,Georgia,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,10,10
7205,Kazakhstan,10,10,20,20,20,30,30,30,40,40,40,20,20,20,20,50,10,40,50
7206,Kyrgyzstan,10,0,10,10,10,10,10,10,10,10,0,10,0,0,10,0,0,10,10
7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
7211,Uzbekistan,10,0,10,10,20,10,10,10,20,10,10,10,10,10,0,10,0,10,20
8101,Bermuda,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
8102,Canada,380,490,530,620,530,550,640,780,600,490,420,420,370,400,410,420,130,280,440
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,880,980,1000,1130,1200,1310,1540,2060,1630,1180,1020,840,840,870,830,910,360,480,800
8201,Argentina,20,20,30,30,30,40,30,40,70,80,80,80,70,80,160,130,20,250,540
8202,Bolivia,0,10,10,10,10,0,10,10,0,10,0,10,0,0,10,10,0,10,20
8203,Brazil,150,250,370,530,450,360,390,490,480,700,730,840,800,550,520,460,70,400,1130
8204,Chile,40,50,90,90,70,60,80,150,100,70,80,80,80,130,160,140,20,200,350
8205,Colombia,40,40,100,160,220,160,150,210,240,230,230,240,320,280,390,460,20,200,1530
8206,Ecuador,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,20,0,20,80
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,Guyana,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
8212,Paraguay,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0
8213,Peru,30,40,70,70,100,40,60,70,60,50,40,30,30,50,50,70,10,50,210
8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,Uruguay,0,0,10,10,10,0,0,10,10,0,10,10,10,10,20,20,0,20,40
8216,Venezuela,10,40,40,60,90,80,100,100,90,60,70,60,60,40,30,50,10,30,110
8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,Costa Rica,0,0,0,10,0,0,10,0,10,0,10,10,10,0,0,0,0,10,10
8303,El Salvador,10,10,10,30,20,30,10,10,0,10,10,10,10,10,10,10,0,0,30
8304,Guatemala,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,10,0,10,30
8305,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
8306,Mexico,20,10,30,30,40,40,40,60,60,40,60,30,40,50,60,50,10,30,100
8307,Nicaragua,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0
8308,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Bahamas,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,Barbados,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,Cayman Islands,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
8407,Cuba,0,10,0,0,10,10,0,10,10,10,0,10,0,0,10,0,0,10,10
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,0,0,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,10,10
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,Haiti,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
8415,Jamaica,10,0,0,10,0,0,10,10,20,10,20,10,10,0,10,10,0,10,20
8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Trinidad/Tobago,10,20,30,20,20,20,20,20,40,30,20,10,10,20,10,20,0,10,10
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,"Virgin Is, Brit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,Burkina Faso,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,Cameroon,0,0,0,10,0,10,10,10,10,10,10,20,10,10,0,0,0,0,10
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,Cent Africa Rep,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,"Congo, Rep",90,20,30,20,20,10,20,30,0,10,10,10,10,10,10,10,0,10,10
9108,"Congo, Dem Rep",20,50,130,120,50,50,50,50,50,50,50,60,30,20,60,40,0,10,20
9111,Cote d'Ivoire,30,0,10,10,20,10,10,0,0,10,0,0,10,0,0,10,0,0,10
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,Gambia,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0
9115,Ghana,30,50,60,70,60,60,50,120,100,70,110,100,100,70,70,80,40,100,340
9116,Guinea,30,20,40,10,20,10,20,10,10,10,0,0,20,0,10,0,0,10,10
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,150,100,130,70,60,60,20,20,20,20,0,20,20,20,10,0,10,20,10
9121,Mali,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
9122,Mauritania,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,Nigeria,60,50,80,100,130,100,90,130,140,190,190,240,260,100,90,110,40,100,280
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,0,0,0,50,0,0,0,0,0,10,0,0,0,10,10,0,0,10,0
9127,Sierra Leone,130,60,90,50,20,40,20,30,20,30,10,20,20,10,10,10,10,20,10
9128,Togo,0,0,10,20,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0
9201,Angola,10,10,10,10,10,10,10,0,0,0,0,10,10,0,0,10,0,0,0
9202,Botswana,30,30,40,30,40,30,20,30,40,30,20,20,30,20,30,20,0,10,30
9203,Burundi,30,60,70,60,80,20,20,10,0,10,20,10,10,10,10,20,10,20,20
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
9206,Eritrea,20,40,30,30,40,40,20,50,10,40,40,40,40,50,50,110,0,10,50
9207,Ethiopia,90,40,100,80,140,110,110,150,70,100,110,120,140,90,60,120,30,70,70
9208,Kenya,360,360,460,460,480,400,290,320,330,340,370,470,590,390,310,260,60,390,1110
9211,Lesotho,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,Madagascar,0,10,0,10,10,10,0,0,10,0,10,10,0,0,0,10,0,0,10
9213,Malawi,40,30,30,30,40,30,20,30,30,20,10,20,10,10,20,20,10,30,30
9214,Mauritius,160,190,300,680,980,350,170,240,260,290,330,380,280,180,310,260,10,200,370
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,Mozambique,10,10,20,20,30,10,10,10,10,10,10,10,10,10,10,10,10,10,30
9217,Namibia,20,40,30,40,50,30,30,30,40,20,10,20,10,20,30,30,20,10,50
9218,Reunion,0,10,10,20,20,0,10,10,10,10,10,10,10,0,10,10,0,10,0
9221,Rwanda,20,30,20,20,20,10,10,10,10,20,10,10,10,0,10,0,0,10,0
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,80,70,70,100,20,30,30,30,20,30,10,20,20,10,10,10,10,10,20
9224,Somalia,60,60,110,100,150,100,130,160,120,90,100,70,60,40,40,40,40,50,60
9225,South Africa,1980,3030,3020,3900,4650,2250,2580,2950,2450,1750,1470,1370,1390,1280,1420,1470,600,1440,2450
9226,Eswatini,10,10,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
9227,Tanzania,50,110,100,90,100,30,60,50,50,40,30,30,40,20,30,20,20,20,30
9228,Uganda,50,40,80,60,40,40,50,40,20,30,40,30,30,20,20,30,0,20,30
9231,Zambia,190,180,260,270,240,190,120,140,160,130,110,110,90,70,70,130,50,170,290
9232,Zimbabwe,680,790,940,1370,1170,610,460,670,620,490,440,460,410,330,370,400,140,370,880
9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
