SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(e)
3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Italy,160,150,170,210,170,210,200,180,230,370,420,520,480,470,510,440,210,280,220
3105,Malta,20,10,10,10,20,20,10,10,20,10,20,20,10,20,10,20,10,10,20
3106,Portugal,20,40,30,50,20,40,20,20,30,30,30,40,50,60,30,30,30,50,40
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,90,80,80,120,80,90,100,100,100,170,200,200,220,300,340,370,200,290,200
3201,Albania,0,0,10,10,0,10,0,10,0,0,0,0,10,20,10,10,10,20,10
3202,Bosnia/Herzegov,60,60,50,60,40,40,50,40,60,80,60,50,40,40,50,20,30,80,70
3203,Bulgaria,10,20,10,30,20,30,20,20,10,10,20,30,20,20,30,20,20,20,20
3204,Croatia,50,80,70,70,50,50,40,40,40,50,50,40,30,30,40,30,30,40,40
3205,Cyprus,20,10,10,10,10,20,20,10,20,20,10,10,10,20,10,10,0,10,10
3206,North Macedonia,30,30,20,30,20,20,20,30,30,30,30,30,20,20,20,50,10,10,30
3207,Greece,60,70,50,50,40,40,40,30,40,40,30,60,40,50,50,40,20,40,40
3208,Moldova,0,0,0,0,0,0,0,0,10,10,10,10,10,0,10,0,0,0,10
3211,Romania,40,20,40,50,50,70,50,20,50,50,50,40,50,60,40,50,40,50,60
3212,Slovenia,10,10,10,10,10,20,10,10,20,20,20,10,20,20,20,20,10,20,10
3214,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,Serbia,10,10,20,20,20,20,20,40,30,20,30,30,30,40,30,20,30,60,40
3216,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,Belarus,10,10,0,0,0,0,10,0,10,0,0,10,10,10,10,0,0,10,10
3302,Czechia,40,50,50,40,50,50,70,40,50,60,70,80,50,70,90,80,50,50,40
3303,Estonia,10,30,20,20,20,40,100,90,100,110,140,100,90,100,120,130,80,40,20
3304,Hungary,40,50,40,60,50,70,80,50,50,80,70,60,80,70,90,70,60,40,40
3305,Latvia,0,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10
3306,Lithuania,0,0,10,10,10,0,10,10,10,10,20,20,10,10,30,20,30,10,20
3307,Poland,80,110,100,110,90,110,140,90,90,110,100,130,110,130,150,120,80,90,90
3308,Russia,60,60,70,110,90,90,90,80,90,100,110,100,100,110,130,120,100,80,100
3311,Slovakia,30,30,30,20,30,30,30,10,30,30,30,30,30,40,40,50,20,20,20
3312,Ukraine,30,50,40,40,50,60,60,30,30,40,40,70,50,50,60,30,30,20,40
4101,Algeria,10,10,0,10,0,10,10,10,0,10,10,20,10,10,10,0,0,10,10
4102,Egypt,20,30,20,40,30,40,40,20,30,50,50,50,40,40,40,30,30,50,40
4103,Libya,10,0,0,10,20,30,30,40,50,80,10,0,10,10,10,10,0,20,10
4104,Morocco,10,0,10,10,0,10,10,10,10,10,10,10,10,20,10,10,10,10,10
4105,Sudan,0,20,20,20,20,30,40,30,20,30,20,20,20,20,30,30,30,30,30
4106,Tunisia,0,10,0,0,10,0,0,0,10,10,10,0,0,0,10,10,0,0,0
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
4201,Bahrain,10,30,30,30,30,40,30,20,30,20,20,10,10,10,10,10,10,0,10
4202,Gaza Str/W Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Iran,60,70,70,90,90,90,90,70,130,180,200,190,160,150,100,110,90,150,140
4204,Iraq,20,20,20,40,20,20,20,50,80,90,50,80,40,90,80,90,90,100,70
4205,Israel,30,40,40,40,60,30,50,50,50,60,60,60,40,70,60,60,30,60,40
4206,Jordan,20,20,10,10,10,10,20,20,10,30,30,20,20,30,30,40,30,20,20
4207,Kuwait,30,40,40,40,30,50,30,50,70,70,50,70,70,110,90,80,30,20,20
4208,Lebanon,20,20,20,30,20,30,30,30,30,30,30,40,30,30,30,20,10,20,30
4211,Oman,40,60,70,50,50,60,60,90,60,60,100,40,30,50,50,80,20,10,10
4212,Qatar,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,0,10,0,0
4213,Saudi Arabia,20,70,150,190,320,420,650,750,890,730,660,700,520,410,390,420,330,220,140
4214,Syria,10,10,10,20,20,10,10,10,10,10,10,20,0,10,20,10,10,20,20
4215,Turkey,40,60,40,70,60,70,90,70,80,80,80,80,90,90,70,90,50,60,80
4216,Unit Arab Emir,30,50,80,90,120,140,120,120,80,80,70,70,80,60,60,70,30,30,50
4217,Yemen,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,Myanmar,20,30,20,20,20,30,30,20,30,40,30,40,30,60,50,60,30,30,40
5102,Cambodia,10,10,10,20,20,10,10,20,30,40,40,40,30,50,40,50,30,40,40
5103,Laos,10,10,20,30,20,20,20,20,40,20,30,20,20,20,20,20,20,20,10
5104,Thailand,390,370,360,340,370,400,460,440,410,400,400,400,440,530,560,590,310,280,350
5105,Vietnam,160,170,190,240,220,310,380,400,410,430,420,410,410,460,530,530,330,450,430
5201,Brunei,40,60,50,70,60,70,50,60,40,40,30,20,20,30,20,30,10,10,10
5202,Indonesia,570,660,630,500,480,460,470,410,540,610,540,450,460,470,500,500,380,320,290
5203,Malaysia,570,610,650,630,790,870,940,920,1070,940,910,920,1040,1200,1140,920,540,410,430
5204,Philippines,490,720,740,570,610,720,700,370,530,630,650,630,610,630,690,750,420,670,700
5205,Singapore,830,1040,990,1480,810,870,890,1450,1630,1070,1660,2120,1040,1540,1380,1780,380,340,1150
5206,Timor-Leste,20,10,10,10,10,10,10,10,30,10,10,30,10,20,20,20,10,10,60
6101,China,810,1060,1110,1280,1410,1990,2490,2840,2780,2570,2570,2710,3120,4550,6780,9280,6920,3620,2990
6102,Hong Kong,580,590,600,590,490,550,670,670,680,730,790,780,690,730,670,620,340,220,320
6103,Macau,10,10,10,10,30,40,50,50,60,50,40,40,40,40,30,60,40,20,10
6104,Mongolia,10,0,10,0,10,20,20,30,20,40,60,40,40,60,60,70,90,60,30
6105,Taiwan,1020,960,1020,1000,990,1310,1360,1380,1750,2290,2700,2390,2330,2280,2500,2740,1120,630,670
6201,Japan,1600,1730,1660,2240,1810,1720,1610,1320,1520,1410,1540,1670,1660,2130,2160,2360,790,720,720
6202,"Korea, North",10,10,20,10,10,10,10,10,10,10,10,10,10,30,20,20,10,10,10
6203,"Korea, South",820,1000,1220,1760,2340,3410,3270,2770,2710,2750,2350,2200,2190,2390,2630,2790,1500,1110,910
7101,Bangladesh,50,40,20,50,50,60,60,30,60,80,70,80,100,130,110,100,90,90,90
7102,Bhutan,0,10,0,10,0,20,30,50,20,20,20,40,30,20,10,30,10,20,10
7103,India,410,580,630,730,840,1460,2050,1400,1450,1420,1400,1470,1280,1570,1700,2260,2250,2270,1570
7104,Maldives,10,10,20,10,20,20,10,20,10,0,10,10,10,10,10,10,10,10,0
7105,Nepal,10,50,20,10,40,60,90,70,110,50,120,100,120,140,170,230,200,290,200
7106,Pakistan,50,60,50,80,60,80,90,90,80,110,160,140,150,180,190,220,210,220,150
7107,Sri Lanka,110,140,110,90,120,190,150,150,180,240,210,220,180,230,240,310,220,240,190
7201,Afghanistan,10,10,10,10,10,20,20,20,20,30,10,10,20,20,20,30,20,50,50
7202,Armenia,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0
7203,Azerbaijan,0,0,0,0,0,0,0,10,0,10,10,10,10,0,10,10,0,0,0
7204,Georgia,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7205,Kazakhstan,0,0,10,10,10,10,10,10,20,20,20,30,20,20,10,30,20,10,10
7206,Kyrgyzstan,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,10,0
7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,Uzbekistan,0,0,0,0,0,10,0,0,10,10,0,10,10,10,10,10,10,10,10
8101,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8102,Canada,540,600,670,770,860,860,950,1030,1070,1070,990,1000,930,1020,930,850,460,530,600
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,1660,1470,1420,2440,1720,1860,1520,1920,2100,2590,2110,2360,1820,2620,2060,2260,820,1290,1260
8201,Argentina,30,40,40,50,40,50,30,40,50,40,50,70,80,110,110,120,70,130,90
8202,Bolivia,0,0,0,0,10,0,0,0,0,10,10,0,10,0,0,0,0,10,0
8203,Brazil,110,140,190,280,460,580,550,480,440,460,800,510,590,850,1040,1190,550,510,440
8204,Chile,50,50,50,80,60,90,80,100,160,130,140,120,150,180,160,300,110,120,100
8205,Colombia,60,70,50,100,170,250,280,230,280,350,350,330,300,390,440,460,360,370,240
8206,Ecuador,10,10,10,20,10,10,10,10,30,50,60,60,40,40,60,40,20,20,10
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,Guyana,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
8212,Paraguay,0,0,0,0,0,0,0,0,0,10,10,0,0,0,20,0,10,0,10
8213,Peru,20,20,30,30,50,60,80,60,50,70,70,70,70,50,70,60,40,60,50
8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,Uruguay,10,10,10,10,10,10,20,0,10,10,10,10,10,10,20,30,20,20,10
8216,Venezuela,10,10,20,10,10,20,30,30,30,50,50,40,50,80,60,40,30,40,40
8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,Costa Rica,0,0,0,0,10,10,0,0,10,0,10,10,10,10,0,10,10,10,0
8303,El Salvador,20,20,20,20,20,10,20,20,10,10,20,30,20,20,20,20,10,10,10
8304,Guatemala,0,0,0,0,10,10,0,0,0,0,10,10,0,10,10,0,0,0,0
8305,Honduras,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
8306,Mexico,40,40,50,40,50,50,80,60,70,70,70,80,60,70,90,110,50,50,60
8307,Nicaragua,0,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0
8308,Panama,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Bahamas,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
8406,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,Cuba,0,0,10,10,10,0,10,0,10,0,0,10,10,10,10,10,0,10,10
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,10,0,0,0
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8415,Jamaica,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,0,0
8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,0,0,0,0,10,0,0,10,0,0,0,0,0,10,0,10,0,0,0
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Trinidad/Tobago,10,10,0,10,0,10,10,20,10,10,20,40,20,10,10,10,0,0,0
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,"Virgin Is, Brit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,Cameroon,0,0,0,10,0,0,0,0,0,10,10,10,10,10,0,0,0,0,10
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,"Congo, Rep",0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0
9108,"Congo, Dem Rep",0,0,0,0,10,10,0,10,0,0,0,10,0,10,10,10,0,10,10
9111,Cote d'Ivoire,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,Ghana,10,10,10,10,0,10,10,10,10,20,10,10,20,30,20,30,20,20,10
9116,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,0,0,0,0,0,0,0,10,0,0,0,10,0,10,10,10,0,10,10
9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,Nigeria,10,10,10,10,10,10,10,20,30,30,30,30,40,40,60,50,50,40,40
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9127,Sierra Leone,0,0,0,0,0,0,0,0,10,10,10,10,10,0,10,10,0,10,10
9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9201,Angola,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9202,Botswana,20,40,30,30,20,20,20,20,10,10,10,10,10,10,0,10,10,10,0
9203,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9206,Eritrea,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0,10,10
9207,Ethiopia,10,10,10,10,0,10,10,20,10,10,20,20,10,10,20,20,10,10,20
9208,Kenya,40,40,50,40,40,30,50,60,50,50,70,60,60,40,60,50,30,60,30
9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9213,Malawi,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,0,0
9214,Mauritius,20,20,20,10,10,30,30,30,30,20,30,40,20,30,40,30,30,20,20
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,Mozambique,10,10,20,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,0
9217,Namibia,0,0,0,0,10,10,10,10,10,10,10,0,10,0,10,0,0,0,0
9218,Reunion,0,0,0,0,0,0,10,0,10,0,0,0,0,10,10,0,0,0,0
9221,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,0,0,10,20,10,10,0,0,10,10,10,0,10,10,10,10,0,0,0
9224,Somalia,10,0,0,10,10,20,10,10,10,10,20,20,20,20,20,40,10,20,20
9225,South Africa,460,420,370,400,460,580,530,590,570,640,640,580,530,540,520,390,290,380,490
9226,Eswatini,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
9227,Tanzania,10,20,10,20,20,10,20,10,10,20,10,20,10,10,20,10,10,10,10
9228,Uganda,10,10,10,10,10,20,10,0,10,10,10,10,30,10,20,10,0,10,10
9231,Zambia,30,20,20,20,30,30,30,10,30,30,60,30,10,20,30,20,20,20,10
9232,Zimbabwe,120,100,110,120,140,140,160,120,140,150,140,110,90,140,110,100,80,100,90
9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
